date,delay,distance,origin,destination
1291215,0,132,ATL,TYS
1291343,0,464,ATL,IAD
1291905,0,501,ATL,BWI
1290840,36,501,ATL,BWI
1290956,0,505,ATL,FLL
1291100,0,513,ATL,MDW
1290935,0,599,ATL,IAH
1292040,141,788,ATL,MSP
1291258,0,581,ATL,MKE
1291515,0,561,ATL,EYW
1291350,0,648,ATL,EWR
1292140,0,208,ATL,ECP
1290812,353,1859,ATL,SFO
1292025,0,197,ATL,CLT
1291610,855,1691,ATL,LAX
1291620,0,279,ATL,SDF
1291242,310,706,ATL,AUS
1290955,0,351,ATL,MCO
1290845,75,517,ATL,MIA
1291033,53,602,ATL,MCI
1291914,0,131,ATL,HSV
1291411,0,421,ATL,STL
1291245,0,662,ATL,LGA
1291100,139,353,ATL,TPA
1291857,298,579,ATL,PHL
1292140,137,449,ATL,ORF
1291351,204,822,ATL,BOS
1291855,0,760,ATL,SAT
1291110,0,636,ATL,DFW
1291925,0,527,ATL,ORD
1291529,0,117,ATL,BHM
1291900,0,1029,ATL,COS
1290750,0,351,ATL,MCO
1290835,0,513,ATL,MDW
1290950,0,501,ATL,BWI
1290950,0,760,ATL,SAT
1291336,0,197,ATL,CLT
1291054,148,1114,ATL,ELP
1291420,630,475,ATL,DCA
1291220,35,449,ATL,ORF
1291645,0,648,ATL,EWR
1291455,0,1518,ATL,LAS
1290910,0,651,ATL,ROC
1292140,0,236,ATL,PNS
1291615,0,579,ATL,PHL
1291055,170,351,ATL,MCO
1291455,0,353,ATL,TPA
1291105,0,517,ATL,MIA
1291627,211,186,ATL,BNA
1291920,135,194,ATL,TLH
1291031,0,288,ATL,MEM
1290828,0,527,ATL,ORD
1291457,163,279,ATL,SDF
1291225,0,353,ATL,TPA
1291550,173,384,ATL,MLB
1290811,0,1518,ATL,LAS
1291356,0,449,ATL,ORF
1291339,19,133,ATL,GSP
1291507,0,636,ATL,DFW
1290822,0,236,ATL,PNS
1290907,0,785,ATL,PVD
1291705,34,505,ATL,FLL
1291358,0,579,ATL,PHL
1291320,88,475,ATL,DCA
1291100,335,369,ATL,MSY
1291945,0,143,ATL,AVL
1290905,0,197,ATL,CLT
1291855,0,1691,ATL,LAX
1291612,73,464,ATL,IAD
1292027,272,1859,ATL,SFO
1291735,0,1042,ATL,DEN
1291100,113,1644,ATL,SAN
1291155,0,351,ATL,MCO
1291041,0,279,ATL,SDF
1291604,0,386,ATL,SRQ
1292153,0,602,ATL,MCI
1291600,260,375,ATL,IND
1291225,316,822,ATL,BOS
1291855,0,482,ATL,CLE
1291918,0,1114,ATL,ELP
1291343,56,234,ATL,JAX
1290906,0,386,ATL,SRQ
1291610,0,605,ATL,HOU
1291651,0,822,ATL,BOS
1292200,68,353,ATL,TPA
1292025,320,376,ATL,DAY
1290812,0,421,ATL,STL
1290857,21,636,ATL,DFW
1291620,0,208,ATL,ECP
1291355,377,788,ATL,MSP
1291212,330,501,ATL,BWI
1291900,180,505,ATL,FLL
1292028,69,1896,ATL,SEA
1291639,0,376,ATL,DAY
1291220,0,475,ATL,DCA
1291855,0,513,ATL,MDW
1290825,101,660,ATL,JFK
1290737,0,309,ATL,RDU
1292145,142,1691,ATL,LAX
1291740,0,388,ATL,CMH
1291255,142,351,ATL,MCO
1291344,0,353,ATL,TPA
1291229,0,517,ATL,MIA
1291751,0,353,ATL,TPA
1290817,0,234,ATL,JAX
1291645,0,662,ATL,LGA
1290920,0,318,ATL,DAB
1291730,925,579,ATL,PHL
1291342,0,208,ATL,ECP
1291207,0,418,ATL,RIC
1291735,0,602,ATL,MCI
1290906,0,208,ATL,ECP
1291820,245,475,ATL,DCA
1291205,345,660,ATL,JFK
1291910,146,133,ATL,GSP
1291915,0,599,ATL,IAH
1290725,0,197,ATL,CLT
1291336,0,279,ATL,SDF
1291106,0,217,ATL,VPS
1291520,57,473,ATL,PBI
1291915,108,309,ATL,RDU
1291958,191,388,ATL,CMH
1292036,0,513,ATL,MDW
1292145,0,386,ATL,SRQ
1292145,0,599,ATL,IAH
1292045,0,133,ATL,GSP
1292035,0,556,ATL,GRR
1292201,0,217,ATL,VPS
1292045,101,166,ATL,CAE
1292140,0,648,ATL,EWR
1291335,0,225,ATL,CHS
1291050,10,1339,ATL,TUS
1290730,0,636,ATL,DFW
1291051,0,581,ATL,MKE
1292250,258,296,ATL,JAN
1292250,84,351,ATL,MCO
1291915,0,217,ATL,VPS
1291930,0,266,ATL,GSO
1291920,0,117,ATL,BHM
1291950,0,369,ATL,MSY
1291915,261,288,ATL,MEM
1291815,46,225,ATL,CHS
1291855,310,1042,ATL,DEN
1291904,0,892,ATL,PWM
1291915,0,1339,ATL,TUS
1291031,0,208,ATL,ECP
1292201,0,309,ATL,RDU
1290825,513,1896,ATL,SEA
1291634,63,1379,ATL,PHX
1291621,0,288,ATL,MEM
1292054,0,351,ATL,MCO
1292051,0,464,ATL,IAD
1292043,0,505,ATL,FLL
1291209,0,482,ATL,CLE
1291855,102,197,ATL,CLT
1291933,0,375,ATL,IND
1291026,0,133,ATL,GSP
1290944,0,1818,ATL,SMF
1291527,0,236,ATL,PNS
1291045,0,1382,ATL,SLC
1291305,0,505,ATL,FLL
1291759,148,266,ATL,GSO
1291205,0,197,ATL,CLT
1300735,153,517,ATL,MIA
1302150,115,288,ATL,MEM
1301645,120,1382,ATL,SLC
1301555,40,351,ATL,MCO
1301615,106,517,ATL,MIA
1301735,93,1691,ATL,LAX
1302008,0,636,ATL,DFW
1300855,-1,822,ATL,BOS
1300830,1,1691,ATL,LAX
1301320,-2,1896,ATL,SEA
1301050,132,475,ATL,DCA
1301445,0,599,ATL,IAH
1300929,24,516,ATL,DTW
1301730,189,1859,ATL,SFO
1302155,52,788,ATL,MSP
1300725,0,747,ATL,BDL
1300810,0,619,ATL,BUF
1300815,0,376,ATL,DAY
1300824,0,186,ATL,BNA
1300820,0,475,ATL,DCA
1301344,17,217,ATL,VPS
1302025,0,619,ATL,BUF
1300725,8,505,ATL,FLL
1300735,0,393,ATL,LIT
1300811,22,1344,ATL,SJU
1302153,0,117,ATL,BHM
1300816,18,561,ATL,EYW
1301516,143,324,ATL,CVG
1301455,0,197,ATL,CLT
1300849,0,459,ATL,CAK
1300731,157,788,ATL,MSP
1302227,0,132,ATL,TYS
1302045,216,186,ATL,BNA
1301312,77,457,ATL,PIT
1300955,0,1888,ATL,PDX
1301010,0,132,ATL,TYS
1301017,0,418,ATL,RIC
1301051,22,306,ATL,GPT
1301100,161,1103,ATL,ABQ
1301129,0,714,ATL,OMA
1301206,0,288,ATL,MEM
1301206,11,393,ATL,LIT
1301515,-1,1691,ATL,LAX
1301132,69,386,ATL,SRQ
1302030,59,475,ATL,DCA
1301327,23,1518,ATL,LAS
1300956,89,369,ATL,MSY
1301340,0,602,ATL,MCI
1301351,36,586,ATL,TUL
1301455,129,651,ATL,ROC
1301455,186,527,ATL,ORD
1301350,36,186,ATL,BNA
1301733,93,660,ATL,JFK
1301357,182,166,ATL,CAE
1301925,45,1888,ATL,PDX
1301919,0,648,ATL,EWR
1301400,112,505,ATL,FLL
1301410,79,390,ATL,BTR
1301422,95,706,ATL,AUS
1301455,122,560,ATL,FNT
1301750,188,747,ATL,BDL
1301459,0,296,ATL,JAN
1301502,123,459,ATL,CAK
1301557,93,661,ATL,OKC
1301504,99,581,ATL,MKE
1301538,4,449,ATL,ORF
1301542,101,194,ATL,TLH
1301610,180,527,ATL,ORD
1301711,0,131,ATL,HSV
1301740,134,516,ATL,DTW
1301607,49,353,ATL,TPA
1301559,215,318,ATL,DAB
1301639,13,1896,ATL,SEA
1302100,0,369,ATL,MSY
1301000,-2,1344,ATL,SJU
1301746,41,449,ATL,ORF
1301905,324,679,ATL,ICT
1301205,1,324,ATL,CVG
1301000,9,1389,ATL,STT
1301204,99,516,ATL,DTW
1302145,194,186,ATL,SAV
1302040,172,318,ATL,DAB
1300730,21,648,ATL,EWR
1300810,98,516,ATL,DTW
1301920,3,208,ATL,ECP
1300920,23,473,ATL,PBI
1301031,0,619,ATL,BUF
1301859,0,234,ATL,JAX
1301933,0,1818,ATL,SMF
1301500,114,788,ATL,MSP
1301055,38,516,ATL,DTW
1301626,96,306,ATL,GPT
1301510,23,457,ATL,PIT
1301210,123,388,ATL,CMH
1300834,0,288,ATL,MEM
1301615,0,513,ATL,MDW
1300816,281,581,ATL,MKE
1301900,328,581,ATL,MKE
1301351,9,473,ATL,PBI
1302201,146,581,ATL,MKE
1302030,250,785,ATL,PVD
1300830,0,1888,ATL,PDX
1301930,139,386,ATL,SRQ
1300840,0,788,ATL,MSP
1301745,127,662,ATL,LGA
1301955,59,421,ATL,STL
1302025,24,690,ATL,SYR
1300735,0,375,ATL,IND
1301215,0,447,ATL,RSW
1301445,55,662,ATL,LGA
1301055,0,527,ATL,ORD
1302150,189,579,ATL,PHL
1301617,79,197,ATL,CLT
1301050,-5,3912,ATL,HNL
1301959,0,262,ATL,MOB
1301932,0,447,ATL,RSW
1301016,0,1165,ATL,HDN
1301505,4,556,ATL,GRR
1301845,195,662,ATL,LGA
1301710,0,1888,ATL,PDX
1301905,255,788,ATL,MSP
1302040,154,309,ATL,RDU
1301500,105,516,ATL,DTW
1302140,258,822,ATL,BOS
1301940,0,662,ATL,LGA
1301215,0,527,ATL,ORD
1301905,45,125,ATL,AGS
1301228,3,1389,ATL,STT
1301120,47,648,ATL,EWR
1302030,353,264,ATL,LEX
1301259,0,131,ATL,HSV
1301755,0,822,ATL,BOS
1302152,200,225,ATL,CHS
1302155,195,447,ATL,RSW
1301646,0,473,ATL,PBI
1301425,38,1379,ATL,PHX
1301355,9,351,ATL,MCO
1302140,91,747,ATL,BDL
1300956,0,186,ATL,BNA
1300944,0,447,ATL,RSW
1302200,140,234,ATL,JAX
1302150,131,457,ATL,PIT
1301355,0,309,ATL,RDU
1302040,197,473,ATL,PBI
1302035,182,714,ATL,OMA
1301206,0,318,ATL,DAB
1301659,0,225,ATL,CHS
1301048,0,197,ATL,CLT
1301925,0,822,ATL,BOS
1300810,145,1382,ATL,SLC
1301750,409,788,ATL,MSP
1302025,0,651,ATL,ROC
1300725,0,449,ATL,ORF
1301856,73,1379,ATL,PHX
1301100,0,1859,ATL,SFO
1301218,0,369,ATL,MSY
1301400,97,1382,ATL,SLC
1301959,0,418,ATL,RIC
1301217,0,464,ATL,IAD
1302155,0,324,ATL,CVG
1300940,92,375,ATL,IND
1302213,0,279,ATL,SDF
1300820,0,473,ATL,PBI
1301348,13,447,ATL,RSW
1300720,19,475,ATL,DCA
1302255,130,369,ATL,MSY
1301328,-1,605,ATL,HOU
1300725,0,324,ATL,CVG
1301258,0,619,ATL,BUF
1301425,57,376,ATL,DAY
1301635,65,516,ATL,DTW
1300943,0,464,ATL,IAD
1301456,208,619,ATL,BUF
1301005,0,309,ATL,RDU
1301437,0,418,ATL,RIC
1300941,0,1518,ATL,LAS
1301100,5,234,ATL,JAX
1301505,0,464,ATL,IAD
1301715,243,418,ATL,RIC
1301529,112,421,ATL,STL
1300955,0,822,ATL,BOS
1302204,192,266,ATL,GSO
1301915,268,279,ATL,SDF
1301930,0,236,ATL,PNS
1301130,29,117,ATL,BHM
1302159,83,473,ATL,PBI
1301050,156,788,ATL,MSP
1301000,0,449,ATL,ORF
1301731,65,236,ATL,PNS
1302030,243,605,ATL,HOU
1301207,0,602,ATL,MCI
1301702,0,1667,ATL,SNA
1300937,0,234,ATL,JAX
1302035,121,661,ATL,OKC
1301825,4,375,ATL,IND
1301344,13,186,ATL,SAV
1301855,149,516,ATL,DTW
1301340,73,236,ATL,PNS
1300812,0,602,ATL,MCI
1302055,185,234,ATL,JAX
1301020,0,388,ATL,CMH
1301611,146,369,ATL,MSY
1301452,97,288,ATL,MEM
1301905,284,473,ATL,PBI
1302145,258,662,ATL,LGA
1301920,2,1667,ATL,SNA
1302140,141,516,ATL,DTW
1301500,1,369,ATL,MSY
1300855,0,309,ATL,RDU
1300905,0,457,ATL,PIT
1301912,299,457,ATL,PIT
1301440,85,386,ATL,SRQ
1301759,0,117,ATL,BHM
1301753,151,369,ATL,MSY
1300848,0,648,ATL,EWR
1301547,73,418,ATL,RIC
1301859,0,706,ATL,AUS
1300855,0,351,ATL,MCO
1301518,0,1042,ATL,DEN
1301955,43,186,ATL,SAV
1300920,0,475,ATL,DCA
1300826,0,447,ATL,RSW
1301855,274,1382,ATL,SLC
1300728,0,418,ATL,RIC
1301000,0,648,ATL,EWR
1301050,0,473,ATL,PBI
1301918,142,92,ATL,CHA
1301051,0,225,ATL,CHS
1301200,62,788,ATL,MSP
1301340,170,288,ATL,MEM
1301345,55,662,ATL,LGA
1301404,57,760,ATL,SAT
1301055,0,236,ATL,PNS
1301355,34,1859,ATL,SFO
1302055,70,197,ATL,TRI
1301510,117,648,ATL,EWR
1302202,0,393,ATL,LIT
1301534,74,447,ATL,RSW
1301520,0,475,ATL,DCA
1301545,139,662,ATL,LGA
1301628,0,234,ATL,JAX
1301625,63,706,ATL,AUS
1300725,0,457,ATL,PIT
1301710,0,351,ATL,MCO
1301755,252,1344,ATL,SJU
1301210,34,1344,ATL,SJU
1301730,0,636,ATL,DFW
1301900,0,328,ATL,ILM
1301741,8,309,ATL,RDU
1301514,10,822,ATL,BOS
1301129,286,1518,ATL,LAS
1301346,48,561,ATL,EYW
1301225,0,186,ATL,BNA
1301957,167,393,ATL,LIT
1300726,0,388,ATL,CMH
1301455,94,660,ATL,JFK
1301130,0,421,ATL,STL
1301357,0,501,ATL,BWI
1302205,238,421,ATL,STL
1302250,68,505,ATL,FLL
1301035,150,605,ATL,HOU
1300850,0,482,ATL,CLE
1302145,54,475,ATL,DCA
1302140,96,197,ATL,CLT
1301051,0,447,ATL,RSW
1301458,124,266,ATL,GSO
1301730,0,1644,ATL,SAN
1302150,0,351,ATL,MCO
1300845,0,353,ATL,TPA
1301045,0,482,ATL,CLE
1301649,198,186,ATL,SAV
1300735,89,579,ATL,PHL
1300645,0,662,ATL,LGA
1301335,38,599,ATL,IAH
1301910,360,353,ATL,TPA
1300900,0,579,ATL,PHL
1301205,392,1382,ATL,SLC
1300810,0,605,ATL,HOU
1301910,147,741,ATL,ALB
1300952,0,561,ATL,EYW
1301017,0,376,ATL,DAY
1300812,0,279,ATL,SDF
1301611,59,501,ATL,BWI
1301604,0,505,ATL,FLL
1301650,67,788,ATL,MSP
1301351,43,375,ATL,IND
1301525,0,131,ATL,HSV
1301610,30,1518,ATL,LAS
1300815,0,1379,ATL,PHX
1300945,129,1691,ATL,LAX
1301130,44,579,ATL,PHL
1300600,37,662,ATL,LGA
1301235,0,309,ATL,RDU
1300957,0,517,ATL,MIA
1301000,0,421,ATL,STL
1302050,0,459,ATL,CAK
1300725,11,353,ATL,TPA
1301755,153,1518,ATL,LAS
1301543,68,714,ATL,OMA
1300745,5,662,ATL,LGA
1301905,254,602,ATL,MCI
1301710,0,393,ATL,LIT
1302008,0,586,ATL,TUL
1301040,0,457,ATL,PIT
1300730,23,822,ATL,BOS
1301925,357,225,ATL,CHS
1301032,180,1140,ATL,EGE
1301200,0,375,ATL,IND
1301908,375,1103,ATL,ABQ
1301500,54,505,ATL,FLL
1300845,60,505,ATL,FLL
1301830,0,714,ATL,OMA
1302058,388,760,ATL,SAT
1302025,222,296,ATL,JAN
1301358,15,516,ATL,DTW
1300832,-5,760,ATL,SAT
1301457,135,234,ATL,JAX
1301035,67,1691,ATL,LAX
1302150,0,505,ATL,FLL
1300940,0,527,ATL,ORD
1301510,0,579,ATL,PHL
1301505,149,309,ATL,RDU
1302030,214,275,ATL,MYR
1301945,160,351,ATL,MCO
1300825,0,225,ATL,CHS
1301200,39,599,ATL,IAH
1301031,0,131,ATL,HSV
1301345,54,527,ATL,ORD
1301725,7,501,ATL,BWI
1301348,0,513,ATL,MDW
1301941,0,1839,ATL,SJC
1300845,0,662,ATL,LGA
1301215,0,747,ATL,BDL
1300828,142,1644,ATL,SAN
1301510,0,388,ATL,CMH
1300944,0,747,ATL,BDL
1302036,204,1518,ATL,LAS
1302255,154,186,ATL,BNA
1300958,0,636,ATL,DFW
1302140,115,636,ATL,DFW
1301515,132,747,ATL,BDL
1301215,0,225,ATL,CHS
1301409,266,482,ATL,CLE
1301010,0,393,ATL,LIT
1302154,199,388,ATL,CMH
1301920,338,475,ATL,DCA
1301920,369,287,ATL,FAY
1302145,181,660,ATL,JFK
1301110,0,186,ATL,SAV
1301230,30,1691,ATL,LAX
1302055,257,384,ATL,MLB
1300940,0,1667,ATL,SNA
1301257,1,579,ATL,PHL
1302040,0,560,ATL,FNT
1300930,0,560,ATL,FNT
1301107,0,1379,ATL,PHX
1301619,226,309,ATL,RDU
1300945,12,662,ATL,LGA
1301735,-1,234,ATL,JAX
1301209,113,760,ATL,SAT
1301510,0,225,ATL,CHS
1302025,330,353,ATL,TPA
1300810,0,661,ATL,OKC
1301114,116,309,ATL,RDU
1301615,86,636,ATL,DFW
1302156,268,527,ATL,ORD
1300811,115,1042,ATL,DEN
1301335,135,1042,ATL,DEN
1301506,5,501,ATL,BWI
1301200,117,505,ATL,FLL
1301100,0,505,ATL,FLL
1301727,0,421,ATL,STL
1302143,26,1382,ATL,SLC
1302140,0,706,ATL,AUS
1301720,24,475,ATL,DCA
1301615,0,296,ATL,JAN
1301859,82,186,ATL,BNA
1301945,142,517,ATL,MIA
1301902,0,615,ATL,MSN
1301216,0,473,ATL,PBI
1301345,88,1691,ATL,LAX
1300915,0,384,ATL,MLB
1300941,0,706,ATL,AUS
1301456,0,517,ATL,MIA
1301440,0,393,ATL,LIT
1301341,23,369,ATL,MSY
1300824,18,706,ATL,AUS
1301512,64,760,ATL,SAT
1301738,178,517,ATL,MIA
1301045,120,662,ATL,LGA
1300955,0,353,ATL,TPA
1301015,0,579,ATL,PHL
1302159,145,375,ATL,IND
1301100,42,822,ATL,BOS
1301346,120,636,ATL,DFW
1301900,276,636,ATL,DFW
1302045,22,1379,ATL,PHX
1301100,7,1042,ATL,DEN
1302145,198,501,ATL,BWI
1300725,15,501,ATL,BWI
1301609,196,602,ATL,MCI
1300946,0,1896,ATL,SEA
1301620,0,475,ATL,DCA
1301237,76,648,ATL,EWR
1301631,0,482,ATL,CLE
1302145,154,517,ATL,MIA
1301344,0,517,ATL,MIA
1301955,113,646,ATL,DSM
1301725,287,324,ATL,CVG
1301555,30,1644,ATL,SAN
1300828,0,369,ATL,MSY
1302140,96,418,ATL,RIC
1301455,22,351,ATL,MCO
1301513,57,186,ATL,SAV
1301145,0,662,ATL,LGA
1300942,0,186,ATL,SAV
1301805,25,351,ATL,MCO
1301005,0,117,ATL,BHM
1302025,272,316,ATL,CRW
1300944,0,324,ATL,CVG
1300725,0,527,ATL,ORD
1301215,0,132,ATL,TYS
1301343,45,464,ATL,IAD
1301905,0,501,ATL,BWI
1300840,0,501,ATL,BWI
1300956,0,505,ATL,FLL
1301100,72,513,ATL,MDW
1300935,0,599,ATL,IAH
1302040,210,788,ATL,MSP
1301258,0,581,ATL,MKE
1301515,70,561,ATL,EYW
1301350,0,648,ATL,EWR
1302140,0,208,ATL,ECP
1300812,0,1859,ATL,SFO
1302025,256,197,ATL,CLT
1301610,31,1691,ATL,LAX
1301620,41,279,ATL,SDF
1301242,0,706,ATL,AUS
1300955,0,351,ATL,MCO
1300845,0,517,ATL,MIA
1301033,0,602,ATL,MCI
1301415,5,747,ATL,BDL
1301914,257,131,ATL,HSV
1301411,0,421,ATL,STL
1301245,0,662,ATL,LGA
1301100,0,353,ATL,TPA
1301857,0,579,ATL,PHL
1302140,0,449,ATL,ORF
1301351,132,822,ATL,BOS
1301855,159,760,ATL,SAT
1301110,0,636,ATL,DFW
1301925,221,527,ATL,ORD
1301529,148,117,ATL,BHM
1301900,258,1029,ATL,COS
1300750,29,351,ATL,MCO
1300835,0,513,ATL,MDW
1300950,0,501,ATL,BWI
1300950,0,760,ATL,SAT
1301336,0,197,ATL,CLT
1301054,85,1114,ATL,ELP
1301420,56,475,ATL,DCA
1301220,0,449,ATL,ORF
1301645,0,648,ATL,EWR
1301455,15,1518,ATL,LAS
1300910,0,651,ATL,ROC
1302140,0,236,ATL,PNS
1301615,88,579,ATL,PHL
1301055,0,351,ATL,MCO
1301455,55,353,ATL,TPA
1301105,250,517,ATL,MIA
1301627,72,186,ATL,BNA
1301920,264,194,ATL,TLH
1301031,0,288,ATL,MEM
1300828,0,527,ATL,ORD
1301457,115,279,ATL,SDF
1301225,0,353,ATL,TPA
1301550,51,384,ATL,MLB
1300811,19,1518,ATL,LAS
1301356,0,449,ATL,ORF
1301339,11,133,ATL,GSP
1301507,123,636,ATL,DFW
1300822,0,236,ATL,PNS
1301315,194,384,ATL,MLB
1300907,0,785,ATL,PVD
1301705,0,505,ATL,FLL
1301358,0,579,ATL,PHL
1301320,0,475,ATL,DCA
1301100,86,369,ATL,MSY
1301945,249,143,ATL,AVL
1300905,0,197,ATL,CLT
1301855,357,1691,ATL,LAX
1301612,149,464,ATL,IAD
1302027,0,1859,ATL,SFO
1301735,0,1042,ATL,DEN
1301100,7,1644,ATL,SAN
1301155,8,351,ATL,MCO
1301041,0,279,ATL,SDF
1301604,115,386,ATL,SRQ
1302153,27,602,ATL,MCI
1301600,-3,375,ATL,IND
1301225,11,822,ATL,BOS
1301855,0,482,ATL,CLE
1301918,0,1114,ATL,ELP
1301343,94,234,ATL,JAX
1300906,0,386,ATL,SRQ
1301610,95,605,ATL,HOU
1301651,0,822,ATL,BOS
1302200,181,353,ATL,TPA
1302025,0,376,ATL,DAY
1300812,0,421,ATL,STL
1300857,0,636,ATL,DFW
1301620,130,208,ATL,ECP
1301355,43,788,ATL,MSP
1301212,0,501,ATL,BWI
1301900,313,505,ATL,FLL
1302028,0,1896,ATL,SEA
1301639,339,376,ATL,DAY
1301220,0,475,ATL,DCA
1301855,209,513,ATL,MDW
1301505,4,1859,ATL,SFO
1300825,74,660,ATL,JFK
1300737,0,309,ATL,RDU
1302145,76,1691,ATL,LAX
1301740,65,388,ATL,CMH
1302003,294,1644,ATL,SAN
1301255,49,351,ATL,MCO
1301344,0,353,ATL,TPA
1301229,0,517,ATL,MIA
1301751,37,353,ATL,TPA
1300817,0,234,ATL,JAX
1301645,336,662,ATL,LGA
1300920,0,318,ATL,DAB
1301730,166,579,ATL,PHL
1301342,18,208,ATL,ECP
1301207,0,418,ATL,RIC
1301735,201,602,ATL,MCI
1300906,0,208,ATL,ECP
1301820,320,475,ATL,DCA
1301205,0,660,ATL,JFK
1301910,242,133,ATL,GSP
1301915,71,599,ATL,IAH
1300725,0,197,ATL,CLT
1301336,263,279,ATL,SDF
1301106,160,217,ATL,VPS
1301520,11,473,ATL,PBI
1301915,254,309,ATL,RDU
1301958,116,388,ATL,CMH
1302036,0,513,ATL,MDW
1302145,72,386,ATL,SRQ
1302145,0,599,ATL,IAH
1302045,183,133,ATL,GSP
1302035,155,556,ATL,GRR
1302201,194,217,ATL,VPS
1302045,0,166,ATL,CAE
1302140,2,648,ATL,EWR
1301335,0,225,ATL,CHS
1301050,2,1339,ATL,TUS
1300730,0,636,ATL,DFW
1301051,226,581,ATL,MKE
1302250,0,296,ATL,JAN
1302250,181,351,ATL,MCO
1301915,111,217,ATL,VPS
1301930,311,266,ATL,GSO
1301920,0,117,ATL,BHM
1301950,0,369,ATL,MSY
1301915,0,288,ATL,MEM
1301815,55,225,ATL,CHS
1301855,0,1042,ATL,DEN
1301904,370,892,ATL,PWM
1301915,287,1339,ATL,TUS
1301031,0,208,ATL,ECP
1302201,0,309,ATL,RDU
1300825,9,1896,ATL,SEA
1301634,44,1379,ATL,PHX
1301621,0,288,ATL,MEM
1302054,146,351,ATL,MCO
1302051,258,464,ATL,IAD
1302043,84,505,ATL,FLL
1301209,0,482,ATL,CLE
1301855,0,197,ATL,CLT
1301933,178,375,ATL,IND
1301026,0,133,ATL,GSP
1300944,7,1818,ATL,SMF
1301527,46,236,ATL,PNS
1301045,0,1382,ATL,SLC
1301305,0,505,ATL,FLL
1301759,0,266,ATL,GSO
1301205,65,197,ATL,CLT
1310735,-1,517,ATL,MIA
1312150,39,288,ATL,MEM
1311645,10,1382,ATL,SLC
1311555,4,351,ATL,MCO
1311634,45,517,ATL,MIA
1311735,3,1691,ATL,LAX
1312008,44,636,ATL,DFW
1310855,3,822,ATL,BOS
1310830,0,1691,ATL,LAX
1311320,1,1896,ATL,SEA
1311050,55,475,ATL,DCA
1311445,10,599,ATL,IAH
1310929,-1,516,ATL,DTW
1311730,-2,1859,ATL,SFO
1312155,21,788,ATL,MSP
1310725,0,747,ATL,BDL
1310810,0,619,ATL,BUF
1310815,0,376,ATL,DAY
1310824,0,186,ATL,BNA
1310820,0,475,ATL,DCA
1311344,-2,217,ATL,VPS
1312025,20,619,ATL,BUF
1312159,-1,131,ATL,HSV
1310725,0,505,ATL,FLL
1310735,0,393,ATL,LIT
1310811,-3,1344,ATL,SJU
1312153,-2,117,ATL,BHM
1310816,-3,561,ATL,EYW
1311516,19,324,ATL,CVG
1311455,45,197,ATL,CLT
1310849,-2,459,ATL,CAK
1310731,33,788,ATL,MSP
1312227,14,132,ATL,TYS
1312045,5,186,ATL,BNA
1311312,215,457,ATL,PIT
1310955,2,1888,ATL,PDX
1311010,0,132,ATL,TYS
1311017,3,418,ATL,RIC
1311051,-1,306,ATL,GPT
1311100,0,1103,ATL,ABQ
1311129,4,714,ATL,OMA
1311206,49,288,ATL,MEM
1311206,84,393,ATL,LIT
1311515,49,1691,ATL,LAX
1311132,8,386,ATL,SRQ
1312030,-1,475,ATL,DCA
1311327,96,1518,ATL,LAS
1310956,70,369,ATL,MSY
1311855,105,464,ATL,IAD
1311340,18,602,ATL,MCI
1311351,-4,586,ATL,TUL
1311455,8,527,ATL,ORD
1311350,107,186,ATL,BNA
1311733,13,660,ATL,JFK
1311357,0,166,ATL,CAE
1311925,35,1888,ATL,PDX
1311919,36,648,ATL,EWR
1311400,11,505,ATL,FLL
1311410,58,390,ATL,BTR
1311422,91,706,ATL,AUS
1311455,43,560,ATL,FNT
1311750,10,747,ATL,BDL
1311459,0,296,ATL,JAN
1311502,4,459,ATL,CAK
1311557,131,661,ATL,OKC
1311504,75,581,ATL,MKE
1311538,1,449,ATL,ORF
1311542,26,194,ATL,TLH
1311610,50,527,ATL,ORD
1311711,112,131,ATL,HSV
1311740,62,516,ATL,DTW
1311607,58,353,ATL,TPA
1311559,17,318,ATL,DAB
1311639,1,1896,ATL,SEA
1312100,32,369,ATL,MSY
1311000,-1,1344,ATL,SJU
1311746,34,449,ATL,ORF
1311905,4,679,ATL,ICT
1311205,102,324,ATL,CVG
1311000,43,1389,ATL,STT
1311204,103,516,ATL,DTW
1312145,0,186,ATL,SAV
1312040,-1,318,ATL,DAB
1310730,106,648,ATL,EWR
1310810,7,516,ATL,DTW
1311920,61,208,ATL,ECP
1310920,0,473,ATL,PBI
1311031,-1,619,ATL,BUF
1311859,63,234,ATL,JAX
1311933,28,1818,ATL,SMF
1311500,1,788,ATL,MSP
1311055,43,516,ATL,DTW
1311626,-4,306,ATL,GPT
1311510,36,457,ATL,PIT
1311210,75,388,ATL,CMH
1310834,0,288,ATL,MEM
1311615,117,513,ATL,MDW
1310816,0,581,ATL,MKE
1311900,1,581,ATL,MKE
1311351,181,473,ATL,PBI
1312201,2,581,ATL,MKE
1312030,47,785,ATL,PVD
1310830,0,1888,ATL,PDX
1311943,2,386,ATL,SRQ
1310840,96,788,ATL,MSP
1311745,68,662,ATL,LGA
1311955,16,421,ATL,STL
1312025,31,690,ATL,SYR
1310735,-8,375,ATL,IND
1311215,40,447,ATL,RSW
1311445,84,662,ATL,LGA
1311055,0,527,ATL,ORD
1312150,42,579,ATL,PHL
1311617,14,197,ATL,CLT
1311050,18,3912,ATL,HNL
